Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
[116]    0.0    0.00    0.00 1693922         std::__allocated_ptr<std::allocator<std::_List_node<LL3D_Triangle> > >::operator=(decltype(nullptr)) [116]
-----------------------------------------------
                0.00    0.00 1693922/1693922     std::__cxx11::list<LL3D_Triangle, std::allocator<LL3D_Triangle> >::_M_erase(std::_List_iterator<LL3D_Triangle>) [23]
[117]    0.0    0.00    0.00 1693922         std::__cxx11::_List_base<LL3D_Triangle, std::allocator<LL3D_Triangle> >::_M_dec_size(unsigned long) [117]
-----------------------------------------------
                0.00    0.00 1693922/1693922     void std::__cxx11::list<LL3D_Triangle, std::allocator<LL3D_Triangle> >::_M_insert<LL3D_Triangle const&>(std::_List_iterator<LL3D_Triangle>, LL3D_Triangle const&) [21]
[118]    0.0    0.00    0.00 1693922         std::__cxx11::_List_base<LL3D_Triangle, std::allocator<LL3D_Triangle> >::_M_inc_size(unsigned long) [118]
-----------------------------------------------
                0.00    0.00     176/355248      MC_GetMinecraftChunk(int, int) [315]
                0.00    0.00  355072/355248      MC_GenerateChunkMesh(int, int) [43]
[119]    0.0    0.00    0.00  355248         std::vector<Chunk, std::allocator<Chunk> >::operator[](unsigned long) [119]
-----------------------------------------------
                0.00    0.00  223104/223104      MC_GenerateChunkMesh(int, int) [43]
[120]    0.0    0.00    0.00  223104         LL3D_Vector2D::Set(float, float) [120]
-----------------------------------------------
                0.00    0.00   50060/50060       MC_RenderMenu() [14]
[121]    0.0    0.00    0.00   50060         std::vector<MC_Button, std::allocator<MC_Button> >::operator[](unsigned long) [121]
-----------------------------------------------
                0.00    0.00       2/24111       MC_SetSplash() [103]
                0.00    0.00    2379/24111       MC_Menu_DrawDirt() [74]
                0.00    0.00    2672/24111       MC_MainMenuDrawMeFunction() [38]
                0.00    0.00    4758/24111       MC_MinecraftLoop() [2]
                0.00    0.00   14300/24111       MC_RenderMenu() [14]
[122]    0.0    0.00    0.00   24111         MK2D_SetRenderBlend(int) [122]
-----------------------------------------------
                0.00    0.00   10865/10865       MC_Write(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, int, unsigned char) [10]
[123]    0.0    0.00    0.00   10865         MK2D_GetPalRGB(MK2D_RGB) [123]
                0.00    0.00   10865/10865       MK2D_GetPalRGB(unsigned char, unsigned char, unsigned char) [124]
-----------------------------------------------
                0.00    0.00   10865/10865       MK2D_GetPalRGB(MK2D_RGB) [123]
[124]    0.0    0.00    0.00   10865         MK2D_GetPalRGB(unsigned char, unsigned char, unsigned char) [124]
-----------------------------------------------
                0.00    0.00   10865/10865       MC_Write(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, int, unsigned char) [10]
[125]    0.0    0.00    0.00   10865         MK2D_FindPalRGB(unsigned char) [125]
-----------------------------------------------
                0.00    0.00      44/9573        std::vector<MC_Button, std::allocator<MC_Button> >::_M_check_len(unsigned long, char const*) const [376]
                0.00    0.00    9529/9573        MC_RenderMenu() [14]
[126]    0.0    0.00    0.00    9573         std::vector<MC_Button, std::allocator<MC_Button> >::size() const [126]
-----------------------------------------------
                0.00    0.00    7150/7150        MC_RenderMenu() [14]
[127]    0.0    0.00    0.00    7150         MK2D_BlitBar(int, int, int, int, unsigned char) [127]
-----------------------------------------------
                0.00    0.00    7150/7150        MC_RenderMenu() [14]
[128]    0.0    0.00    0.00    7150         MK2D_BlitBox(int, int, int, int, unsigned char) [128]
-----------------------------------------------
                0.00    0.00       2/4760        MC_SetSplash() [103]
                0.00    0.00    2379/4760        MC_MinecraftLoop() [2]
                0.00    0.00    2379/4760        MC_Menu_DrawDirt() [74]
[129]    0.0    0.00    0.00    4760         MK2D_ClearRenderer(unsigned char) [129]
-----------------------------------------------
                0.00    0.00    2380/2380        MC_MinecraftLoop() [2]
[130]    0.0    0.00    0.00    2380         MK2D_IsError() [130]
-----------------------------------------------
                0.00    0.00    2380/2380        MC_MinecraftLoop() [2]
[131]    0.0    0.00    0.00    2380         std::ceil(float) [131]
-----------------------------------------------
                0.00    0.00    2379/2379        MC_MinecraftLoop() [2]
[132]    0.0    0.00    0.00    2379         MK2D_GetFPS() [132]
-----------------------------------------------
                0.00    0.00    2379/2379        MC_MinecraftLoop() [2]
[133]    0.0    0.00    0.00    2379         MK2D_SetVRT(bool) [133]
-----------------------------------------------
                0.00    0.00    2379/2379        MC_MinecraftLoop() [2]
[134]    0.0    0.00    0.00    2379         MK_GetMouse() [134]
-----------------------------------------------
                0.00    0.00    2379/2379        MC_MinecraftLoop() [2]
[135]    0.0    0.00    0.00    2379         LL3D_IsError() [135]
-----------------------------------------------
                0.00    0.00    2379/2379        MC_Write(int, int, int, unsigned char) [27]
[136]    0.0    0.00    0.00    2379         MK2D_Int2Str[abi:cxx11](int) [136]
-----------------------------------------------
                0.00    0.00    2379/2379        MK2D_RenderBuffer() [58]
[137]    0.0    0.00    0.00    2379         MK2D_WaitVRT() [137]
-----------------------------------------------
                0.00    0.00    2379/2379        MC_RenderMenu() [14]
[138]    0.0    0.00    0.00    2379         MK2D_IsKeyReleased(unsigned char) [138]
-----------------------------------------------
                0.00    0.00    2374/2374        MC_RenderMenu() [14]
[139]    0.0    0.00    0.00    2374         MK2D_MouseReleased(unsigned char) [139]
-----------------------------------------------
                0.00    0.00    1554/1554        LL3D_Triangle* std::__relocate_a<LL3D_Triangle*, LL3D_Triangle*, std::allocator<LL3D_Triangle> >(LL3D_Triangle*, LL3D_Triangle*, LL3D_Triangle*, std::allocator<LL3D_Triangle>&) [154]
[140]    0.0    0.00    0.00    1554         LL3D_Triangle* std::__niter_base<LL3D_Triangle*>(LL3D_Triangle*) [140]
-----------------------------------------------
                0.00    0.00     518/1036        void std::vector<LL3D_Triangle, std::allocator<LL3D_Triangle> >::_M_realloc_insert<LL3D_Triangle const&>(__gnu_cxx::__normal_iterator<LL3D_Triangle*, std::vector<LL3D_Triangle, std::allocator<LL3D_Triangle> > >, LL3D_Triangle const&) [105]
                0.00    0.00     518/1036        __gnu_cxx::__normal_iterator<LL3D_Triangle*, std::vector<LL3D_Triangle, std::allocator<LL3D_Triangle> > >::difference_type __gnu_cxx::operator-<LL3D_Triangle*, std::vector<LL3D_Triangle, std::allocator<LL3D_Triangle> > >(__gnu_cxx::__normal_iterator<LL3D_Triangle*, std::vector<LL3D_Triangle, std::allocator<LL3D_Triangle> > > const&, __gnu_cxx::__normal_iterator<LL3D_Triangle*, std::vector<LL3D_Triangle, std::allocator<LL3D_Triangle> > > const&) [160]
[141]    0.0    0.00    0.00    1036         __gnu_cxx::__normal_iterator<LL3D_Triangle*, std::vector<LL3D_Triangle, std::allocator<LL3D_Triangle> > >::base() const [141]
-----------------------------------------------
                0.00    0.00     259/777         __gnu_cxx::new_allocator<LL3D_Triangle>::allocate(unsigned long, void const*) [159]
                0.00    0.00     518/777         std::allocator_traits<std::allocator<LL3D_Triangle> >::max_size(std::allocator<LL3D_Triangle> const&) [148]
[142]    0.0    0.00    0.00     777         __gnu_cxx::new_allocator<LL3D_Triangle>::max_size() const [142]
-----------------------------------------------
                0.00    0.00       2/622         std::vector<MC_Menu*, std::allocator<MC_Menu*> >::_S_max_size(std::allocator<MC_Menu*> const&) [470]
                0.00    0.00       6/622         std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_S_max_size(std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&) [418]
                0.00    0.00      10/622         std::vector<Chunk, std::allocator<Chunk> >::_S_max_size(std::allocator<Chunk> const&) [389]
                0.00    0.00      22/622         std::vector<MC_Button, std::allocator<MC_Button> >::_S_max_size(std::allocator<MC_Button> const&) [269]
                0.00    0.00      64/622         std::vector<SubChunk, std::allocator<SubChunk> >::_S_max_size(std::allocator<SubChunk> const&) [189]
                0.00    0.00     518/622         std::vector<LL3D_Triangle, std::allocator<LL3D_Triangle> >::_S_max_size(std::allocator<LL3D_Triangle> const&) [149]
[143]    0.0    0.00    0.00     622         unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [143]
-----------------------------------------------
                0.00    0.00      18/562         std::vector<LL3D_Triangle, std::allocator<LL3D_Triangle> >::~vector() [98]
                0.00    0.00      26/562         std::vector<LL3D_Triangle, std::allocator<LL3D_Triangle> >::_M_erase_at_end(LL3D_Triangle*) [90]
                0.00    0.00     518/562         void std::vector<LL3D_Triangle, std::allocator<LL3D_Triangle> >::_M_realloc_insert<LL3D_Triangle const&>(__gnu_cxx::__normal_iterator<LL3D_Triangle*, std::vector<LL3D_Triangle, std::allocator<LL3D_Triangle> > >, LL3D_Triangle const&) [105]
[144]    0.0    0.00    0.00     562         std::_Vector_base<LL3D_Triangle, std::allocator<LL3D_Triangle> >::_M_get_Tp_allocator() [144]
-----------------------------------------------
                0.00    0.00     259/518         std::vector<LL3D_Triangle, std::allocator<LL3D_Triangle> >::end() [164]
                0.00    0.00     259/518         std::vector<LL3D_Triangle, std::allocator<LL3D_Triangle> >::begin() [165]
[145]    0.0    0.00    0.00     518         __gnu_cxx::__normal_iterator<LL3D_Triangle*, std::vector<LL3D_Triangle, std::allocator<LL3D_Triangle> > >::__normal_iterator(LL3D_Triangle* const&) [145]
-----------------------------------------------
                0.00    0.00     518/518         std::vector<LL3D_Triangle, std::allocator<LL3D_Triangle> >::max_size() const [147]
[146]    0.0    0.00    0.00     518         std::_Vector_base<LL3D_Triangle, std::allocator<LL3D_Triangle> >::_M_get_Tp_allocator() const [146]
-----------------------------------------------
                0.00    0.00     518/518         std::vector<LL3D_Triangle, std::allocator<LL3D_Triangle> >::_M_check_len(unsigned long, char const*) const [107]
[147]    0.0    0.00    0.00     518         std::vector<LL3D_Triangle, std::allocator<LL3D_Triangle> >::max_size() const [147]
                0.00    0.00     518/518         std::_Vector_base<LL3D_Triangle, std::allocator<LL3D_Triangle> >::_M_get_Tp_allocator() const [146]
                0.00    0.00     518/518         std::vector<LL3D_Triangle, std::allocator<LL3D_Triangle> >::_S_max_size(std::allocator<LL3D_Triangle> const&) [149]
-----------------------------------------------
                0.00    0.00     518/518         std::vector<LL3D_Triangle, std::allocator<LL3D_Triangle> >::_S_max_size(std::allocator<LL3D_Triangle> const&) [149]
[148]    0.0    0.00    0.00     518         std::allocator_traits<std::allocator<LL3D_Triangle> >::max_size(std::allocator<LL3D_Triangle> const&) [148]
                0.00    0.00     518/777         __gnu_cxx::new_allocator<LL3D_Triangle>::max_size() const [142]
-----------------------------------------------
                0.00    0.00     518/518         std::vector<LL3D_Triangle, std::allocator<LL3D_Triangle> >::max_size() const [147]
[149]    0.0    0.00    0.00     518         std::vector<LL3D_Triangle, std::allocator<LL3D_Triangle> >::_S_max_size(std::allocator<LL3D_Triangle> const&) [149]
                0.00    0.00     518/518         std::allocator_traits<std::allocator<LL3D_Triangle> >::max_size(std::allocator<LL3D_Triangle> const&) [148]
                0.00    0.00     518/622         unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [143]
-----------------------------------------------
                0.00    0.00     518/518         void std::vector<LL3D_Triangle, std::allocator<LL3D_Triangle> >::_M_realloc_insert<LL3D_Triangle const&>(__gnu_cxx::__normal_iterator<LL3D_Triangle*, std::vector<LL3D_Triangle, std::allocator<LL3D_Triangle> > >, LL3D_Triangle const&) [105]
[150]    0.0    0.00    0.00     518         std::vector<LL3D_Triangle, std::allocator<LL3D_Triangle> >::_S_relocate(LL3D_Triangle*, LL3D_Triangle*, LL3D_Triangle*, std::allocator<LL3D_Triangle>&) [150]
                0.00    0.00     518/518         std::vector<LL3D_Triangle, std::allocator<LL3D_Triangle> >::_S_do_relocate(LL3D_Triangle*, LL3D_Triangle*, LL3D_Triangle*, std::allocator<LL3D_Triangle>&, std::integral_constant<bool, true>) [151]
-----------------------------------------------
                0.00    0.00     518/518         std::vector<LL3D_Triangle, std::allocator<LL3D_Triangle> >::_S_relocate(LL3D_Triangle*, LL3D_Triangle*, LL3D_Triangle*, std::allocator<LL3D_Triangle>&) [150]
[151]    0.0    0.00    0.00     518         std::vector<LL3D_Triangle, std::allocator<LL3D_Triangle> >::_S_do_relocate(LL3D_Triangle*, LL3D_Triangle*, LL3D_Triangle*, std::allocator<LL3D_Triangle>&, std::integral_constant<bool, true>) [151]
                0.00    0.00     518/518         LL3D_Triangle* std::__relocate_a<LL3D_Triangle*, LL3D_Triangle*, std::allocator<LL3D_Triangle> >(LL3D_Triangle*, LL3D_Triangle*, LL3D_Triangle*, std::allocator<LL3D_Triangle>&) [154]
-----------------------------------------------
                0.00    0.00     518/518         void std::vector<LL3D_Triangle, std::allocator<LL3D_Triangle> >::_M_realloc_insert<LL3D_Triangle const&>(__gnu_cxx::__normal_iterator<LL3D_Triangle*, std::vector<LL3D_Triangle, std::allocator<LL3D_Triangle> > >, LL3D_Triangle const&) [105]
[152]    0.0    0.00    0.00     518         std::vector<LL3D_Triangle, std::allocator<LL3D_Triangle> >::_S_use_relocate() [152]
                0.00    0.00     518/518         std::vector<LL3D_Triangle, std::allocator<LL3D_Triangle> >::_S_nothrow_relocate(std::integral_constant<bool, true>) [153]
-----------------------------------------------
                0.00    0.00     518/518         std::vector<LL3D_Triangle, std::allocator<LL3D_Triangle> >::_S_use_relocate() [152]
[153]    0.0    0.00    0.00     518         std::vector<LL3D_Triangle, std::allocator<LL3D_Triangle> >::_S_nothrow_relocate(std::integral_constant<bool, true>) [153]
-----------------------------------------------
                0.00    0.00     518/518         std::vector<LL3D_Triangle, std::allocator<LL3D_Triangle> >::_S_do_relocate(LL3D_Triangle*, LL3D_Triangle*, LL3D_Triangle*, std::allocator<LL3D_Triangle>&, std::integral_constant<bool, true>) [151]
[154]    0.0    0.00    0.00     518         LL3D_Triangle* std::__relocate_a<LL3D_Triangle*, LL3D_Triangle*, std::allocator<LL3D_Triangle> >(LL3D_Triangle*, LL3D_Triangle*, LL3D_Triangle*, std::allocator<LL3D_Triangle>&) [154]
                0.00    0.00    1554/1554        LL3D_Triangle* std::__niter_base<LL3D_Triangle*>(LL3D_Triangle*) [140]
                0.00    0.00     518/518         std::enable_if<std::__is_bitwise_relocatable<LL3D_Triangle, void>::value, LL3D_Triangle*>::type std::__relocate_a_1<LL3D_Triangle, LL3D_Triangle>(LL3D_Triangle*, LL3D_Triangle*, LL3D_Triangle*, std::allocator<LL3D_Triangle>&) [155]
-----------------------------------------------
                0.00    0.00     518/518         LL3D_Triangle* std::__relocate_a<LL3D_Triangle*, LL3D_Triangle*, std::allocator<LL3D_Triangle> >(LL3D_Triangle*, LL3D_Triangle*, LL3D_Triangle*, std::allocator<LL3D_Triangle>&) [154]
[155]    0.0    0.00    0.00     518         std::enable_if<std::__is_bitwise_relocatable<LL3D_Triangle, void>::value, LL3D_Triangle*>::type std::__relocate_a_1<LL3D_Triangle, LL3D_Triangle>(LL3D_Triangle*, LL3D_Triangle*, LL3D_Triangle*, std::allocator<LL3D_Triangle>&) [155]
-----------------------------------------------
                0.00    0.00       1/295         std::vector<MC_Menu*, std::allocator<MC_Menu*> >::_M_check_len(unsigned long, char const*) const [554]
                0.00    0.00       3/295         std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_check_len(unsigned long, char const*) const [449]
                0.00    0.00       5/295         std::vector<Chunk, std::allocator<Chunk> >::_M_check_len(unsigned long, char const*) const [430]
                0.00    0.00      11/295         std::vector<MC_Button, std::allocator<MC_Button> >::_M_check_len(unsigned long, char const*) const [376]
                0.00    0.00      16/295         std::vector<SubChunk, std::allocator<SubChunk> >::_M_check_len(unsigned long, char const*) const [321]
                0.00    0.00     259/295         std::vector<LL3D_Triangle, std::allocator<LL3D_Triangle> >::_M_check_len(unsigned long, char const*) const [107]
[156]    0.0    0.00    0.00     295         unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [156]
-----------------------------------------------
                0.00    0.00      18/277         std::_Vector_base<LL3D_Triangle, std::allocator<LL3D_Triangle> >::~_Vector_base() [308]
                0.00    0.00     259/277         void std::vector<LL3D_Triangle, std::allocator<LL3D_Triangle> >::_M_realloc_insert<LL3D_Triangle const&>(__gnu_cxx::__normal_iterator<LL3D_Triangle*, std::vector<LL3D_Triangle, std::allocator<LL3D_Triangle> > >, LL3D_Triangle const&) [105]
[157]    0.0    0.00    0.00     277         std::_Vector_base<LL3D_Triangle, std::allocator<LL3D_Triangle> >::_M_deallocate(LL3D_Triangle*, unsigned long) [157]
                0.00    0.00     259/259         std::allocator_traits<std::allocator<LL3D_Triangle> >::deallocate(std::allocator<LL3D_Triangle>&, LL3D_Triangle*, unsigned long) [162]
-----------------------------------------------
                0.00    0.00     259/259         std::allocator_traits<std::allocator<LL3D_Triangle> >::deallocate(std::allocator<LL3D_Triangle>&, LL3D_Triangle*, unsigned long) [162]
[158]    0.0    0.00    0.00     259         __gnu_cxx::new_allocator<LL3D_Triangle>::deallocate(LL3D_Triangle*, unsigned long) [158]
-----------------------------------------------
                0.00    0.00     259/259         std::allocator_traits<std::allocator<LL3D_Triangle> >::allocate(std::allocator<LL3D_Triangle>&, unsigned long) [163]
[159]    0.0    0.00    0.00     259         __gnu_cxx::new_allocator<LL3D_Triangle>::allocate(unsigned long, void const*) [159]
                0.00    0.00     259/777         __gnu_cxx::new_allocator<LL3D_Triangle>::max_size() const [142]
-----------------------------------------------
                0.00    0.00     259/259         void std::vector<LL3D_Triangle, std::allocator<LL3D_Triangle> >::_M_realloc_insert<LL3D_Triangle const&>(__gnu_cxx::__normal_iterator<LL3D_Triangle*, std::vector<LL3D_Triangle, std::allocator<LL3D_Triangle> > >, LL3D_Triangle const&) [105]
[160]    0.0    0.00    0.00     259         __gnu_cxx::__normal_iterator<LL3D_Triangle*, std::vector<LL3D_Triangle, std::allocator<LL3D_Triangle> > >::difference_type __gnu_cxx::operator-<LL3D_Triangle*, std::vector<LL3D_Triangle, std::allocator<LL3D_Triangle> > >(__gnu_cxx::__normal_iterator<LL3D_Triangle*, std::vector<LL3D_Triangle, std::allocator<LL3D_Triangle> > > const&, __gnu_cxx::__normal_iterator<LL3D_Triangle*, std::vector<LL3D_Triangle, std::allocator<LL3D_Triangle> > > const&) [160]
                0.00    0.00     518/1036        __gnu_cxx::__normal_iterator<LL3D_Triangle*, std::vector<LL3D_Triangle, std::allocator<LL3D_Triangle> > >::base() const [141]
-----------------------------------------------
                0.00    0.00     259/259         void std::vector<LL3D_Triangle, std::allocator<LL3D_Triangle> >::_M_realloc_insert<LL3D_Triangle const&>(__gnu_cxx::__normal_iterator<LL3D_Triangle*, std::vector<LL3D_Triangle, std::allocator<LL3D_Triangle> > >, LL3D_Triangle const&) [105]
[161]    0.0    0.00    0.00     259         std::_Vector_base<LL3D_Triangle, std::allocator<LL3D_Triangle> >::_M_allocate(unsigned long) [161]
                0.00    0.00     259/259         std::allocator_traits<std::allocator<LL3D_Triangle> >::allocate(std::allocator<LL3D_Triangle>&, unsigned long) [163]
-----------------------------------------------
                0.00    0.00     259/259         std::_Vector_base<LL3D_Triangle, std::allocator<LL3D_Triangle> >::_M_deallocate(LL3D_Triangle*, unsigned long) [157]
[162]    0.0    0.00    0.00     259         std::allocator_traits<std::allocator<LL3D_Triangle> >::deallocate(std::allocator<LL3D_Triangle>&, LL3D_Triangle*, unsigned long) [162]
                0.00    0.00     259/259         __gnu_cxx::new_allocator<LL3D_Triangle>::deallocate(LL3D_Triangle*, unsigned long) [158]
-----------------------------------------------
                0.00    0.00     259/259         std::_Vector_base<LL3D_Triangle, std::allocator<LL3D_Triangle> >::_M_allocate(unsigned long) [161]
[163]    0.0    0.00    0.00     259         std::allocator_traits<std::allocator<LL3D_Triangle> >::allocate(std::allocator<LL3D_Triangle>&, unsigned long) [163]
                0.00    0.00     259/259         __gnu_cxx::new_allocator<LL3D_Triangle>::allocate(unsigned long, void const*) [159]
-----------------------------------------------
                0.00    0.00     259/259         std::vector<LL3D_Triangle, std::allocator<LL3D_Triangle> >::push_back(LL3D_Triangle const&) [25]
[164]    0.0    0.00    0.00     259         std::vector<LL3D_Triangle, std::allocator<LL3D_Triangle> >::end() [164]
                0.00    0.00     259/518         __gnu_cxx::__normal_iterator<LL3D_Triangle*, std::vector<LL3D_Triangle, std::allocator<LL3D_Triangle> > >::__normal_iterator(LL3D_Triangle* const&) [145]
-----------------------------------------------
                0.00    0.00     259/259         void std::vector<LL3D_Triangle, std::allocator<LL3D_Triangle> >::_M_realloc_insert<LL3D_Triangle const&>(__gnu_cxx::__normal_iterator<LL3D_Triangle*, std::vector<LL3D_Triangle, std::allocator<LL3D_Triangle> > >, LL3D_Triangle const&) [105]
[165]    0.0    0.00    0.00     259         std::vector<LL3D_Triangle, std::allocator<LL3D_Triangle> >::begin() [165]
                0.00    0.00     259/518         __gnu_cxx::__normal_iterator<LL3D_Triangle*, std::vector<LL3D_Triangle, std::allocator<LL3D_Triangle> > >::__normal_iterator(LL3D_Triangle* const&) [145]
-----------------------------------------------
                0.00    0.00     243/243         MC_UpdateInput() [62]
[166]    0.0    0.00    0.00     243         MK2D_IsKey(unsigned char) [166]
-----------------------------------------------
                0.00    0.00     235/235         MC_RenderMenu() [14]
[167]    0.0    0.00    0.00     235         MC_SingleplayerDrawMeFunction() [167]
-----------------------------------------------
                0.00    0.00      20/156         std::vector<Chunk, std::allocator<Chunk> >::_M_check_len(unsigned long, char const*) const [430]
                0.00    0.00     136/156         MC_GetMinecraftChunk(int, int) [315]
[168]    0.0    0.00    0.00     156         std::vector<Chunk, std::allocator<Chunk> >::size() const [168]
-----------------------------------------------
                0.00    0.00       5/138         std::vector<Chunk, std::allocator<Chunk> >::begin() [436]
                0.00    0.00      64/138         __gnu_cxx::__normal_iterator<Chunk*, std::vector<Chunk, std::allocator<Chunk> > >::operator-(long) const [185]
                0.00    0.00      69/138         std::vector<Chunk, std::allocator<Chunk> >::end() [181]
[169]    0.0    0.00    0.00     138         __gnu_cxx::__normal_iterator<Chunk*, std::vector<Chunk, std::allocator<Chunk> > >::__normal_iterator(Chunk* const&) [169]
-----------------------------------------------
                0.00    0.00      16/128         std::vector<SubChunk, std::allocator<SubChunk> >::_M_default_append(unsigned long) [338]
                0.00    0.00      16/128         std::vector<SubChunk, std::allocator<SubChunk> >::vector(std::vector<SubChunk, std::allocator<SubChunk> > const&) [341]
                0.00    0.00      32/128         std::vector<SubChunk, std::allocator<SubChunk> >::resize(unsigned long) [340]
                0.00    0.00      64/128         std::vector<SubChunk, std::allocator<SubChunk> >::_M_check_len(unsigned long, char const*) const [321]
[170]    0.0    0.00    0.00     128         std::vector<SubChunk, std::allocator<SubChunk> >::size() const [170]
-----------------------------------------------
                0.00    0.00      19/88          void std::_Destroy_aux<false>::__destroy<MC_Button*>(MC_Button*, MC_Button*) [404]
                0.00    0.00      23/88          void std::__relocate_object_a<MC_Button, MC_Button, std::allocator<MC_Button> >(MC_Button*, MC_Button*, std::allocator<MC_Button>&) [257]
                0.00    0.00      46/88          MC_Button* std::__relocate_a_1<MC_Button*, MC_Button*, std::allocator<MC_Button> >(MC_Button*, MC_Button*, MC_Button*, std::allocator<MC_Button>&) [277]
[171]    0.0    0.00    0.00      88         MC_Button* std::__addressof<MC_Button>(MC_Button&) [171]
-----------------------------------------------
                0.00    0.00      82/82          bool __gnu_cxx::operator!=<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >(__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > const&, __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > const&) [214]
[172]    0.0    0.00    0.00      82         __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::base() const [172]
-----------------------------------------------
                0.00    0.00      16/80          __gnu_cxx::new_allocator<SubChunk>::allocate(unsigned long, void const*) [319]
                0.00    0.00      64/80          std::allocator_traits<std::allocator<SubChunk> >::max_size(std::allocator<SubChunk> const&) [187]
[173]    0.0    0.00    0.00      80         __gnu_cxx::new_allocator<SubChunk>::max_size() const [173]
-----------------------------------------------
                0.00    0.00      16/80          std::vector<SubChunk, std::allocator<SubChunk> >::vector(std::vector<SubChunk, std::allocator<SubChunk> > const&) [341]
                0.00    0.00      64/80          std::vector<SubChunk, std::allocator<SubChunk> >::max_size() const [186]
[174]    0.0    0.00    0.00      80         std::_Vector_base<SubChunk, std::allocator<SubChunk> >::_M_get_Tp_allocator() const [174]
-----------------------------------------------
                0.00    0.00      16/80          std::vector<SubChunk, std::allocator<SubChunk> >::vector(std::vector<SubChunk, std::allocator<SubChunk> > const&) [341]
                0.00    0.00      32/80          std::vector<SubChunk, std::allocator<SubChunk> >::~vector() [226]
                0.00    0.00      32/80          std::vector<SubChunk, std::allocator<SubChunk> >::_M_default_append(unsigned long) [338]
[175]    0.0    0.00    0.00      80         std::_Vector_base<SubChunk, std::allocator<SubChunk> >::_M_get_Tp_allocator() [175]
-----------------------------------------------
                0.00    0.00      16/80          SubChunk* std::fill_n<SubChunk*, unsigned long, SubChunk>(SubChunk*, unsigned long, SubChunk const&) [352]
                0.00    0.00      16/80          SubChunk* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<SubChunk const*, std::vector<SubChunk, std::allocator<SubChunk> > >, SubChunk*>(__gnu_cxx::__normal_iterator<SubChunk const*, std::vector<SubChunk, std::allocator<SubChunk> > >, __gnu_cxx::__normal_iterator<SubChunk const*, std::vector<SubChunk, std::allocator<SubChunk> > >, SubChunk*) [345]
                0.00    0.00      48/80          SubChunk* std::__relocate_a<SubChunk*, SubChunk*, std::allocator<SubChunk> >(SubChunk*, SubChunk*, SubChunk*, std::allocator<SubChunk>&) [343]
[176]    0.0    0.00    0.00      80         SubChunk* std::__niter_base<SubChunk*>(SubChunk*) [176]
-----------------------------------------------
                0.00    0.00       6/77          void std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_realloc_insert<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>(__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [452]
                0.00    0.00       8/77          std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_erase_at_end(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*) [294]
